Product,Link,Stars,Reviews,Prime Availability,Price,Shipping,Total Cost
Transformers: The Last Knight Mega 1-Step Turbo Changer Dragonstorm,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A06048011FIVKVPEXG5IW&url=%2FTransformers-Knight-1-Step-Changer-Dragonstorm%2Fdp%2FB01N1838T9%2Fref%3Dsr_1_53_sspa%3Fdchild%3D1%26keywords%3Dtransformers%2Bstudio%2Bseries%26qid%3D1626662791%26sr%3D8-53-spons%26psc%3D1%26smid%3DA2YUS2DEZ4RQVF&qualifier=1626662791&id=828035793023634&widgetName=sp_btf,4.4,382,Y,80.0,,80.0
Transformers Studio Series 86-06 Leader The The Movie Grimlock and Autobot Wheelie,https://amazon.com/Transformers-Studio-Grimlock-Autobot-Wheelie/dp/B08KYGS4CL/ref=sr_1_1?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-1,4.8,511,Y,60.08,,60.08
"Transformers Toys Studio Series 86 Voyager Class The The Movie 1986 Autobot Hot Rod Action Figure - Ages 8 and Up, 6.5-inch",https://amazon.com/Transformers-Studio-Voyager-Autobot-Action/dp/B08KYG1MNM/ref=sr_1_2?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-2,4.8,562,Y,29.63,,29.63
"Transformers Toys Studio Series 71 Deluxe Class Dark of The Moon Autobot Dino Action Figure - Ages 8 and Up, 4.5-inch",https://amazon.com/Transformers-Studio-Deluxe-Autobot-Action/dp/B08KYG4TVZ/ref=sr_1_3?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-3,4.6,55,Y,19.99,,19.99
"Transformers Toys Studio Series 86 Voyager Class The Transformers: The Movie 1986 Scourge Action Figure - Ages 8 and Up, 6.5-inch",https://amazon.com/Transformers-Toys-Studio-Voyager-Class/dp/B08KYFQ3WP/ref=sr_1_4?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-4,4.8,403,N,59.77,FREE Shipping,59.77
"Transformers Toys Studio Series 86-01 Deluxe Class The The Movie 1986 Autobot Jazz Action Figure - Ages 8 and Up, 4.5-inch",https://amazon.com/Transformers-Studio-Deluxe-Autobot-Action/dp/B08KYJW2F5/ref=sr_1_5?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-5,4.8,445,N,19.99,FREE Shipping on orders over $25 shipped by Amazon,19.99
"Transformers Toys Studio Series 72 Voyager Class Bumblebee Starscream Action Figure - Ages 8 and Up, 6.5-inch",https://amazon.com/Transformers-Studio-Voyager-Bumblebee-Starscream/dp/B08M23SZK8/ref=sr_1_6?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-6,4.8,52,Y,29.52,,29.52
Transformers Studio Series 09 Voyager Class Movie 2 Thundercracker,https://amazon.com/Transformers-Studio-Voyager-Class-Thundercracker/dp/B07BNT2R4L/ref=sr_1_7?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-7,4.7,393,Y,39.99,,39.99
"Transformers Toys Studio Series 86-02 Deluxe Class The The Movie 1986 Kup Action Figure - Ages 8 and Up, 4.5-inch",https://amazon.com/Transformers-Studio-Deluxe-Action-Figure/dp/B08KZ6ZYD5/ref=sr_1_8?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-8,4.7,577,Y,19.99,,19.99
"Transformers Toys Studio Series 49 Deluxe Class Movie 1 Bumblebee Action Figure - Kids Ages 8 & Up, 4.5""",https://amazon.com/Transformers-Studio-Deluxe-Bumblebee-Action/dp/B07VVRJNDW/ref=sr_1_9?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-9,4.3,2748,Y,19.99,,19.99
Transformers Studio Series 05 Voyager Class Movie 2 Optimus Prime,https://amazon.com/Transformers-Studio-Voyager-Class-Optimus/dp/B072QWP8MT/ref=sr_1_10?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-10,4.5,1842,Y,87.95,,87.95
Transformers Studio Series Deluxe Class Rebekah's Garage Bumblebee with Charlie Exclusive Figure,https://amazon.com/Transformers-Rebekahs-Bumblebee-Charlie-Exclusive/dp/B07J1PGR46/ref=sr_1_11?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-11,4.3,514,Y,39.99,,39.99
"Transformers Toys Studio Series 53 Voyager Class Revenge of The Fallen Movie Constructicon Mixmaster Action Figure - Ages 8 & Up, 6.5""",https://amazon.com/Transformers-Voyager-Revenge-Constructicon-Mixmaster/dp/B07WW8YR64/ref=sr_1_12?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-12,4.8,863,Y,24.99,,24.99
"Transformers Toys Studio Series 70 Deluxe Class Bumblebee B-127 Action Figure - Ages 8 and Up, 4.5-inch",https://amazon.com/Transformers-Studio-Deluxe-Bumblebee-Action/dp/B08KYH9853/ref=sr_1_13?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-13,4.5,87,Y,19.99,,19.99
"Transformers Toys Studio Series 66 Leader Class Revenge of The Fallen Constructicon Overload Action Figure - Kids Ages 8 and Up, 8.5-inch",https://amazon.com/Transformers-Studio-Revenge-Constructicon-Overload/dp/B083VM2L7T/ref=sr_1_14?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-14,4.8,325,Y,94.9,,94.9
Transformers Studio Series 28 Deluxe Class Movie 1 Barricade Action Figure,https://amazon.com/Transformers-E3700AS00-Barricade-Action-Figure/dp/B07DJWFJVT/ref=sr_1_15?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-15,4.6,491,N,69.99,FREE Shipping,69.99
"Transformers Toys Studio Series 54 Voyager Class Movie 1 Megatron Action Figure - Ages 8 & Up, 6.5""",https://amazon.com/Transformers-Studio-Voyager-Megatron-Action/dp/B07WT5QSKJ/ref=sr_1_16?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-16,4.8,1119,Y,47.18,,47.18
Transformers Studio Series 02 Deluxe Class Movie 3 Decepticon Stinger,https://amazon.com/Transformers-Studio-Deluxe-Decepticon-Stinger/dp/B071GKQQD3/ref=sr_1_17?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-17,4.5,299,Y,55.99,,55.99
"Transformers Toys Studio Series 69 Revenge of The Fallen Devastator Constructicon Action Figures 8-Pack - Kids Ages 8 and Up, 14-inch",https://amazon.com/Transformers-Revenge-Devastator-Constructicon-Figures/dp/B08BTWR57V/ref=sr_1_18?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-18,4.8,193,N,384.99,$47.19 shipping,432.18
"Transformers Toys Studio Series 52 Deluxe Revenge of The Fallen Movie Arcee Chromia Elita-1 Action Figure 3 Pack, 4.5""",https://amazon.com/Transformers-Studio-Revenge-Chromia-Elita-1/dp/B07W36KJ7V/ref=sr_1_19?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-19,4.4,1057,Y,19.99,,19.99
"Transformers Toys Studio Series 65 Voyager Class Transformers: Bumblebee Movie Blitzwing Action Figure - Ages 8 and Up, 6.5-inch",https://amazon.com/Transformers-Studio-Voyager-Bumblebee-Blitzwing/dp/B083VM79RV/ref=sr_1_20?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-20,4.8,567,Y,42.46,,42.46
"Transformers Toys Studio Series 61 Voyager Class Dark of The Moon Sentinel Prime Action Figure – Adults and Kids Ages 8 and Up, 6.5-inch",https://amazon.com/Transformers-Studio-Voyager-Sentinel-Action/dp/B083VLM939/ref=sr_1_21?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-21,4.7,989,Y,69.99,,69.99
Transformers TRA GEN Studio Series Voyager Opt Prime,https://amazon.com/Transformers-TRA-Studio-Voyager-Prime/dp/B07BSWT6WL/ref=sr_1_22?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-22,4.7,301,N,189.95,$4.90 shipping,194.85
"Transformers Toys Studio Series 67 Voyager Class Transformers: Revenge of The Fallen Constructicon Skipjack Action Figure - Ages 8 and Up, 6.5-inch",https://amazon.com/Transformers-Voyager-Revenge-Constructicon-Skipjack/dp/B083VMF672/ref=sr_1_23?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-23,4.8,303,Y,27.99,,27.99
"Transformers Toys Studio Series 55 Leader Class Revenge of The Fallen Constructicon Scavenger Action Figure - Kids Ages 8 & Up, 8.5""",https://amazon.com/Transformers-Studio-Revenge-Constructicon-Scavenger/dp/B07WV5CP3Z/ref=sr_1_24?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-24,4.8,850,N,37.43,FREE Shipping,37.43
Disguise Men's Hasbro Age Of Extinction Optimus Prime Bodysuit Costume,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A005590721O1BNC0C2WA8&url=%2FDisguise-Transformers-Extinction-Optimus-Bodysuit%2Fdp%2FB00J9C69PU%2Fref%3Dsr_1_25_sspa%3Fdchild%3D1%26keywords%3Dtransformers%2Bstudio%2Bseries%26qid%3D1626662793%26sr%3D8-25-spons%26psc%3D1%26smid%3DAGJDVYHRGSPCF&qualifier=1626662793&id=4299910640219345&widgetName=sp_mtf,3.8,11,N,24.99,$4.00 shipping,28.99
"karsiqi Deformation Car for Kids, Remote Control Transform Robot Toys for Children, Boys & Girls, Electronic RC Transform Car Robot with One Button Transformation 1:18 Scale (Red)",https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A08366252MPG30C7Z9C7D&url=%2Fkarsiqi-Deformation-Transform-Electronic-Transformation%2Fdp%2FB0824SXH2X%2Fref%3Dsr_1_26_sspa%3Fdchild%3D1%26keywords%3Dtransformers%2Bstudio%2Bseries%26qid%3D1626662793%26sr%3D8-26-spons%26psc%3D1&qualifier=1626662793&id=4299910640219345&widgetName=sp_mtf,3.7,201,Y,19.99,,19.99
"Remote Control Car - Transform Car Robot Rc Car Deformation Toy for Kids Boys Girls,1:18 Scale Remote Control Transforming Car with One Button Transformation & 360° Rotating Drifting-Orange",https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A06297203O04239V52PC&url=%2FCars-Transform-Robot-Deformation-Girls%2Fdp%2FB089QHCQNV%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dtransformers%2Bstudio%2Bseries%26qid%3D1626662793%26sr%3D8-27-spons%26psc%3D1&qualifier=1626662793&id=4299910640219345&widgetName=sp_mtf,4.1,115,Y,18.99,,18.99
"Transformers E0980 MV6 Studio Series 50 Tf1 Blackout Action Figure, Black",https://amazon.com/Transformers-Studio-Leader-Decepticon-Blackout/dp/B0721JXH3N/ref=sr_1_28?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-28,4.7,298,N,180.0,$5.17 shipping,185.17
Tra Gen Studio Series Voyager Starscream,https://amazon.com/Transformers-Studio-Voyager-Class-Starscream/dp/B076Q3ZBDZ/ref=sr_1_29?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-29,4.7,318,Y,43.99,,43.99
Transformers Studio Series Number 14: Voyager Class Autobot Ironhide,https://amazon.com/Transformers-Studio-Number-14-Ironhide/dp/B075LFS1RT/ref=sr_1_30?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-30,4.8,271,N,,,
Transformers E0773 MV6 Studio Series 50 Tf4 Gridlock Action Figure,https://amazon.com/Transformers-Studio-Leader-Class-Grimlock/dp/B072KD9T3H/ref=sr_1_31?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-31,4.8,362,N,,,
"Transformers Toys Studio Series 41 Deluxe Class Revenge of The Fallen Movie Constructicon Scrapmetal Action Figure - Ages 8 and Up, 4.5-inch",https://amazon.com/Transformers-E4701AS00-Scrapmetal-Action-Figure/dp/B07DJX18FZ/ref=sr_1_32?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-32,4.7,188,N,,,
"Transformers Toys Studio Series 86-03 Deluxe Class The The Movie 1986 Blurr Action Figure - Ages 8 and Up, 4.5-inch",https://amazon.com/Transformers-Studio-Deluxe-Action-Figure/dp/B08KYFM66W/ref=sr_1_33?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-33,4.7,479,Y,19.99,,19.99
"Hasbro Husbro Transformers Generations War for Cybertron: Nemesis Prime Spoiler Pack, F04895L0",https://amazon.com/Hasbro-Husbro-Transformers-Generations-Cybertron/dp/B08HKW17VP/ref=sr_1_34?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-34,4.8,143,Y,76.0,,76.0
5 in 1 Anime Transformation Toys Devastator Robot Dinosaur Movie Action Figure Car Model Kids boy Toys Gift,https://amazon.com/Transformation-Devastator-Dinosaur-Action-Figure/dp/B096P6DPT2/ref=sr_1_35?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-35,,,N,89.9,FREE Shipping,89.9
Transformer Toys Studio Series 69 Revenge of The Fallen Devastator Constructicon KO Version Action Figures for Children Best Gift,https://amazon.com/Transformer-Revenge-Devastator-Constructicon-Children/dp/B09713XRGC/ref=sr_1_36?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-36,1.0,1,N,252.64,FREE Shipping,252.64
"Transformers Toys Studio Series 42 Voyager Class Revenge of The Fallen Movie Constructicon Long Haul Action Figure - Ages 8 & Up, 6.5"", Brown/A",https://amazon.com/Tra-Studio-Voyager-Long-Haul/dp/B07KLD8Z8T/ref=sr_1_37?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-37,4.8,508,N,121.73,FREE Shipping,121.73
"Transformers Toys Studio Series 51 Deluxe Class Dark of The Moon Movie Soundwave Action Figure - Kids Ages 8 & Up, 4.5""",https://amazon.com/Transformers-Studio-Deluxe-Soundwave-Action/dp/B07W36HH3K/ref=sr_1_38?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-38,4.7,1680,Y,40.96,,40.96
"Transformers Toys Heroic Optimus Prime Action Figure - Timeless Large-Scale Figure, Changes into Toy Truck - Toys for Kids 6 and Up, 11-inch(Amazon Exclusive)",https://amazon.com/Transformers-Heroic-Optimus-Action-Figure/dp/B077YYP739/ref=sr_1_39?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-39,4.6,2798,Y,57.95,,57.95
"Transformers E0976 Studio Series 17 Deluxe Class Age of Extinction Shadow Raider, Multi-Colored",https://amazon.com/Transformers-Studio-Deluxe-Extinction-Shadow/dp/B075LQL5RM/ref=sr_1_40?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-40,4.1,52,N,128.88,$7.93 shipping,136.81
"Transformers Toys Studio Series 60 Voyager Class Revenge of The Fallen Movie Constructicon Scrapper Action Figure - Ages 8 and Up, 6.5-inch",https://amazon.com/Transformers-Voyager-Revenge-Constructicon-Scrapper/dp/B083VM8331/ref=sr_1_41?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-41,4.8,1075,Y,29.9,,29.9
"Transformers Toys Studio Series 38 Voyager Class Bumblebee Movie Optimus Prime Action Figure - Ages 8 and Up, 6.5-inch",https://amazon.com/Transformers-Studio-Voyager-Bumblebee-Optimus/dp/B07JHSMMKX/ref=sr_1_42?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-42,4.8,523,N,139.99,FREE Shipping,139.99
Transformer Toys Last Knight Leader Class Optimus Prime KO Action Figure Toys 8.6 Inch,https://amazon.com/Transformer-Knight-Leader-Optimus-Action/dp/B0953M26QG/ref=sr_1_43?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-43,4.6,3,N,31.0,FREE Shipping,31.0
Transformers Studio Series #68 Deluxe Class Leadfoot,https://amazon.com/Transformers-Studio-Deluxe-Class-Leadfoot/dp/B08J3TH8FD/ref=sr_1_44?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-44,4.6,89,Y,84.99,,84.99
"Transformers Toys Studio Series 35 Leader Class Revenge of The Fallen Movie Jetfire Action Figure - Kids Ages 8 and Up, 8.5-inch",https://amazon.com/Transformers-E3748AS00-Jetfire-Action-Figure/dp/B07DW17WZK/ref=sr_1_45?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-45,4.7,408,Y,119.95,,119.95
Transformers Studio Series Number 33 Voyager Class Bonecrusher,https://amazon.com/Transformers-TRA-Studio-Voyager-BONECRUSH/dp/B07BSLYM3P/ref=sr_1_46?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-46,4.7,349,Y,131.95,,131.95
Transformers Studio Series 24 and 25 Deluxe Class Bumblebee 2-pack Including 1967 Volkswagen Beetle Bumblebee Movie Version and 2016 Chevrolet Camaro The Last Knight Movie Version,https://amazon.com/Transformers-Bumblebee-Including-Volkswagen-Chevrolet/dp/B07L3PW4VY/ref=sr_1_47?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-47,4.3,285,N,139.95,$6.22 shipping,146.17
Transformers Studio Series 29 Deluxe Class Dark of The Moon Sideswipe Action Figure,https://amazon.com/Transformers-E3726AS00-Sideswipe-Action-Figure/dp/B07DJZHR8Q/ref=sr_1_48?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-48,4.7,414,Y,109.99,,109.99
"Transformers Masterpiece Movie Series Barricade Mpm-5 [Official Hasbro-Takara Tomy], Collector Figure, 6"" Scale (Amazon Exclusive)",https://amazon.com/Transformers-Masterpiece-Barricade-Amazon-Exclusive/dp/B07CLFZ5FB/ref=sr_1_49?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-49,4.8,313,N,,,
Transformers Studio Series 11 Deluxe Class Movie 4 Lockdown,https://amazon.com/Transformers-Studio-Deluxe-Class-Lockdown/dp/B075LFT3BB/ref=sr_1_50?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-50,4.6,170,N,49.0,$7.25 shipping,56.25
"Transformers Toys Studio Series 34 Leader Class Dark of The Moon Movie Megatron with Igor Action Figure - Kids Ages 8 and Up, 8.5-inch",https://amazon.com/Transformers-E3750AS00-Megatron-Action-Figure/dp/B07DKZC7DN/ref=sr_1_51?dchild=1&keywords=transformers+studio+series&qid=1626662793&sr=8-51,4.7,957,N,,,
"Qman Series Building Blocks of Transforming Cube Robot Horned Dinosour(124 PCS), 41201, Age of 6 and Above Applicable Portable Transformers Toys",https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A01607413D36XZIKFYZRZ&url=%2FBuilding-Transforming-Dinosour-Applicable-Transformers%2Fdp%2FB08RNW8MWW%2Fref%3Dsr_1_52_sspa%3Fdchild%3D1%26keywords%3Dtransformers%2Bstudio%2Bseries%26qid%3D1626662793%26sr%3D8-52-spons%26psc%3D1&qualifier=1626662793&id=4299910640219345&widgetName=sp_btf,5.0,4,Y,11.99,,11.99
Transformers: The Last Knight Mega 1-Step Turbo Changer Dragonstorm,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A06048011FIVKVPEXG5IW&url=%2FTransformers-Knight-1-Step-Changer-Dragonstorm%2Fdp%2FB01N1838T9%2Fref%3Dsr_1_53_sspa%3Fdchild%3D1%26keywords%3Dtransformers%2Bstudio%2Bseries%26qid%3D1626662793%26sr%3D8-53-spons%26psc%3D1%26smid%3DA2YUS2DEZ4RQVF&qualifier=1626662793&id=4299910640219345&widgetName=sp_btf,4.4,382,Y,80.0,,80.0
